Timestamp,LogType,Module,FileName,FunctionName,ExceptionType,Info
2025-11-19 16:27:34.185,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,"ACSStatus 처리 완료. mode: 1, aircraftID: 1"
2025-11-19 16:27:34.246,Warning,DataSyncController,ModuleStatusMonitor,Send0402,,0402 메시지가 아직 생성되지 않았습니다.
2025-11-19 16:27:34.385,Info,DataSyncController,msg_0103,Receive,,"메시지 수신 시작. Status: 1, Timestamp: 816852454384, CurrentMode: 1"
2025-11-19 16:27:34.385,Info,DataSyncController,ExternalMessageController,sendMessage,,"메시지 전송 성공. MessageID: 53100, Remote: 192.168.20.100:65001, DataSize: 14 bytes"
2025-11-19 16:27:34.385,Info,DataSyncController,msg_0103,Receive,,"메시지 전송 성공. MessageID: 53100, Status: 1"
2025-11-19 16:27:34.385,Info,DataSyncController,ExternalMessageController,OnMessageReceivedAsync,,"메시지 수신 성공. MessageID: 51300, Remote: 192.168.20.100:59168, DataSize: 26 bytes"
2025-11-19 16:27:34.385,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,메시지 변환 시작. InputType: ACSStatus
2025-11-19 16:27:34.385,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,"ACSStatus 처리 완료. mode: 1, aircraftID: 1"
2025-11-19 16:27:34.447,Warning,DataSyncController,ModuleStatusMonitor,Send0402,,0402 메시지가 아직 생성되지 않았습니다.
2025-11-19 16:27:34.585,Info,DataSyncController,ExternalMessageController,OnMessageReceivedAsync,,"메시지 수신 성공. MessageID: 51300, Remote: 192.168.20.100:59168, DataSize: 26 bytes"
2025-11-19 16:27:34.586,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,메시지 변환 시작. InputType: ACSStatus
2025-11-19 16:27:34.586,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,"ACSStatus 처리 완료. mode: 1, aircraftID: 1"
2025-11-19 16:27:34.591,Info,DataSyncController,msg_0103,Receive,,"메시지 수신 시작. Status: 1, Timestamp: 816852454590, CurrentMode: 1"
2025-11-19 16:27:34.591,Info,DataSyncController,ExternalMessageController,sendMessage,,"메시지 전송 성공. MessageID: 53100, Remote: 192.168.20.100:65001, DataSize: 14 bytes"
2025-11-19 16:27:34.591,Info,DataSyncController,msg_0103,Receive,,"메시지 전송 성공. MessageID: 53100, Status: 1"
2025-11-19 16:27:34.655,Warning,DataSyncController,ModuleStatusMonitor,Send0402,,0402 메시지가 아직 생성되지 않았습니다.
2025-11-19 16:27:34.786,Info,DataSyncController,ExternalMessageController,OnMessageReceivedAsync,,"메시지 수신 성공. MessageID: 51300, Remote: 192.168.20.100:59168, DataSize: 26 bytes"
2025-11-19 16:27:34.786,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,메시지 변환 시작. InputType: ACSStatus
2025-11-19 16:27:34.786,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,"ACSStatus 처리 완료. mode: 1, aircraftID: 1"
2025-11-19 16:27:34.792,Info,DataSyncController,msg_0103,Receive,,"메시지 수신 시작. Status: 1, Timestamp: 816852454791, CurrentMode: 1"
2025-11-19 16:27:34.792,Info,DataSyncController,ExternalMessageController,sendMessage,,"메시지 전송 성공. MessageID: 53100, Remote: 192.168.20.100:65001, DataSize: 14 bytes"
2025-11-19 16:27:34.792,Info,DataSyncController,msg_0103,Receive,,"메시지 전송 성공. MessageID: 53100, Status: 1"
2025-11-19 16:27:34.854,Warning,DataSyncController,ModuleStatusMonitor,Send0402,,0402 메시지가 아직 생성되지 않았습니다.
2025-11-19 16:27:34.985,Info,DataSyncController,ExternalMessageController,OnMessageReceivedAsync,,"메시지 수신 성공. MessageID: 51300, Remote: 192.168.20.100:59168, DataSize: 26 bytes"
2025-11-19 16:27:34.985,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,메시지 변환 시작. InputType: ACSStatus
2025-11-19 16:27:34.985,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,"ACSStatus 처리 완료. mode: 1, aircraftID: 1"
2025-11-19 16:27:34.990,Info,DataSyncController,msg_0103,Receive,,"메시지 수신 시작. Status: 1, Timestamp: 816852454988, CurrentMode: 1"
2025-11-19 16:27:34.990,Info,DataSyncController,ExternalMessageController,sendMessage,,"메시지 전송 성공. MessageID: 53100, Remote: 192.168.20.100:65001, DataSize: 14 bytes"
2025-11-19 16:27:34.990,Info,DataSyncController,msg_0103,Receive,,"메시지 전송 성공. MessageID: 53100, Status: 1"
2025-11-19 16:27:35.057,Warning,DataSyncController,ModuleStatusMonitor,Send0402,,0402 메시지가 아직 생성되지 않았습니다.
2025-11-19 16:27:35.186,Info,DataSyncController,ExternalMessageController,OnMessageReceivedAsync,,"메시지 수신 성공. MessageID: 51300, Remote: 192.168.20.100:59168, DataSize: 26 bytes"
2025-11-19 16:27:35.187,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,메시지 변환 시작. InputType: ACSStatus
2025-11-19 16:27:35.187,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,"ACSStatus 처리 완료. mode: 1, aircraftID: 1"
2025-11-19 16:27:35.194,Info,DataSyncController,msg_0103,Receive,,"메시지 수신 시작. Status: 1, Timestamp: 816852455192, CurrentMode: 1"
2025-11-19 16:27:35.194,Info,DataSyncController,ExternalMessageController,sendMessage,,"메시지 전송 성공. MessageID: 53100, Remote: 192.168.20.100:65001, DataSize: 14 bytes"
2025-11-19 16:27:35.194,Info,DataSyncController,msg_0103,Receive,,"메시지 전송 성공. MessageID: 53100, Status: 1"
2025-11-19 16:27:35.251,Warning,DataSyncController,ModuleStatusMonitor,Send0402,,0402 메시지가 아직 생성되지 않았습니다.
2025-11-19 16:27:35.384,Info,DataSyncController,msg_0103,Receive,,"메시지 수신 시작. Status: 1, Timestamp: 816852455383, CurrentMode: 1"
2025-11-19 16:27:35.384,Info,DataSyncController,ExternalMessageController,sendMessage,,"메시지 전송 성공. MessageID: 53100, Remote: 192.168.20.100:65001, DataSize: 14 bytes"
2025-11-19 16:27:35.384,Info,DataSyncController,msg_0103,Receive,,"메시지 전송 성공. MessageID: 53100, Status: 1"
2025-11-19 16:27:35.385,Info,DataSyncController,ExternalMessageController,OnMessageReceivedAsync,,"메시지 수신 성공. MessageID: 51300, Remote: 192.168.20.100:59168, DataSize: 26 bytes"
2025-11-19 16:27:35.385,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,메시지 변환 시작. InputType: ACSStatus
2025-11-19 16:27:35.385,Info,DataSyncController,Save51300,CreateExternalToInternalMessage,,"ACSStatus 처리 완료. mode: 1, aircraftID: 1"
2025-11-19 16:27:35.461,Warning,DataSyncController,ModuleStatusMonitor,Send0402,,0402 메시지가 아직 생성되지 않았습니다.
2025-11-19 16:27:35.585,Info,DataSyncController,ExternalMessageController,OnMessageReceivedAsync,,"메시지 수신 성공. MessageID: 51300, Remote: 192.168.20.100:59168, DataSize: 26 bytes"
